,address,state,baths,beds,list_price,is_foreclosure,latitude,longitude,CityName,CountyName,NeighborhoodName,ZipCodeName,StatusInactive,StatusActive,StatusPending,StatusPublicRecord,TypeCondo/Coop,TypeSingleFamilyResidential,TypeMulti Family,TypeOther,TypeTownhouse,TypeCondo/Co-op,TypeGarage
1627,1136 NW 126th Ave,FL,3.0,3.0,325000.0,0,25.7815,-80.399,1,1,19,21,1,0,0,0,0,0,0,0,1,0,0
1628,1137 NW 123rd Ct #610,FL,3.0,3.0,274900.0,0,25.7818,-80.393,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1629,1138 NW 124th Ave #2301,FL,3.0,3.0,229900.0,0,25.782,-80.3946,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1630,1139 NW 124th Ct #108,FL,2.0,2.0,199900.0,0,25.7819,-80.3953,1,3,19,21,1,0,0,0,1,0,0,0,0,0,0
1631,1141 NW 135th Ct,FL,3.0,4.0,500000.0,0,25.7817,-80.4137,1,1,19,21,1,0,0,0,0,1,0,0,0,0,0
1632,1144 NW 125th Pl #106,FL,2.0,3.0,239000.0,0,25.7813,-80.3979,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1633,1144 NW 126th Ave #.,FL,3.0,3.0,310000.0,0,25.7816,-80.399,1,1,19,21,1,0,0,0,0,0,0,0,1,0,0
1634,1153 NW 123rd Ct #602,FL,3.0,2.0,285000.0,0,25.7818,-80.393,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1635,1155 NW 124th Pl #204,FL,2.0,2.0,205000.0,0,25.7817,-80.3958,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1636,1158 NW 124th Ave #2306,FL,3.0,2.0,230000.0,0,25.782,-80.3946,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1637,1158 NW 125th Path #103,FL,2.0,3.0,245000.0,0,25.7818,-80.3983,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1638,1166 NW 135ct,FL,3.0,4.0,424000.0,0,25.7691,-80.3871,1,1,19,21,1,0,0,0,0,1,0,0,0,0,0
1639,1169 NW 123rd Pl #213,FL,3.0,3.0,389000.0,0,25.7819,-80.3936,1,1,19,21,0,1,0,0,0,0,0,0,1,0,0
1640,1172 NW 123rd Ct #102,FL,3.0,2.0,279900.0,0,25.782,-80.3936,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1641,1175 NW 124th Ave #2207,FL,3.0,3.0,305000.0,0,25.782,-80.3946,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1642,1179 NW 124th Ave #2206,FL,3.0,2.0,318865.0,0,25.782,-80.3946,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1643,1179 NW 124th Ct #103,FL,2.0,3.0,237000.0,0,25.7819,-80.3952,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1644,1180 NW 124th Pl #208,FL,2.0,2.0,285000.0,0,25.7817,-80.3959,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1645,1181 NW 127th Ct,FL,2.0,3.0,434900.0,0,25.7818,-80.4013,1,1,19,21,1,0,0,0,0,1,0,0,0,0,0
1646,1184 NW 123rd Pl #1213,FL,3.0,3.0,253900.0,0,25.7813,-80.3941,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1647,1192 NW 124th Pl #110,FL,2.0,3.0,224000.0,0,25.7816,-80.3959,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1648,1199 NW 124th Ave #2201,FL,3.0,3.0,339000.0,0,25.782,-80.3946,1,1,19,21,1,0,0,0,0,0,0,0,1,0,0
1649,12118 Northwest 5th St,FL,3.0,4.0,675000.0,0,25.7721,-80.3919,1,1,19,21,1,0,0,0,0,1,0,0,0,0,0
1650,12118 NW 5th St,FL,3.0,4.0,699900.0,1,25.7721,-80.3919,1,1,19,21,1,0,0,0,0,1,0,0,0,0,0
1651,12240 NW 8 ST,FL,2.0,3.0,436000.0,0,25.776,-80.3937,1,2,19,21,1,0,0,0,0,1,0,0,0,0,0
1652,12240 NW 8th St,FL,2.0,3.0,436000.0,0,25.776,-80.3937,1,1,19,21,1,0,0,0,0,1,0,0,0,0,0
1653,12306 NW 11th Ln #904,FL,3.0,3.0,240000.0,0,25.781,-80.3932,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1654,12306 NW 11th St #1404,FL,3.0,3.0,325000.0,0,25.7798,-80.3932,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1655,12307 NW 10th Lane #1505,FL,3.0,3.0,379000.0,0,25.779,-80.3931,1,2,19,21,1,0,0,0,0,0,0,0,1,0,0
1656,12309 NW 11th St #1306,FL,3.0,3.0,350000.0,0,25.7799,-80.3936,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1657,12314 NW 11th Ln #908,FL,3.0,2.0,229900.0,1,25.781,-80.3932,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1658,12320 NW 11th Lane #911,FL,3.0,3.0,260000.0,0,25.7809,-80.3933,1,2,19,21,1,0,0,0,0,0,0,0,1,0,0
1659,12340 NW 7th Trl,FL,2.0,3.0,405000.0,0,25.7759,-80.3953,1,1,19,21,1,0,0,0,0,1,0,0,0,0,0
1660,12343 NW 7th St,FL,3.0,4.0,520000.0,0,25.7745,-80.3968,1,1,19,21,1,0,0,0,0,1,0,0,0,0,0
1661,12355 NW 7th Ln,FL,3.0,3.0,305000.0,0,25.7752,-80.3969,1,1,19,21,1,0,0,0,0,1,0,0,0,0,0
1662,12356 NW 11th Ln #1014,FL,3.0,2.0,240000.0,0,25.7813,-80.394,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1663,12361 NW 8th St,FL,3.0,4.0,519998.0,0,25.7769,-80.3941,1,1,19,21,1,0,0,0,0,1,0,0,0,0,0
1664,12420 NW 11th Ln #2111,FL,3.0,3.0,249900.0,0,25.7811,-80.3955,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1665,12435 NW 7th St,FL,3.0,4.0,570000.0,0,25.7743,-80.3984,1,1,19,21,1,0,0,0,0,1,0,0,0,0,0
1666,12454 NW 7th Ln #12454,FL,3.0,3.0,328000.0,0,25.7747,-80.3985,1,1,19,21,1,0,0,0,0,0,0,0,1,0,0
1667,12465 NW 7 st,FL,3.0,3.0,450000.0,0,25.7745,-80.3995,1,1,19,21,1,0,0,0,0,1,0,0,0,0,0
1668,12465 NW 7th St,FL,2.0,3.0,425000.0,0,25.7745,-80.3995,1,1,19,21,1,0,0,0,0,1,0,0,0,0,0
1669,12472 NW 11th LN #1905,FL,3.0,3.0,299900.0,0,25.7812,-80.3955,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1670,12475 NW 6th St,FL,3.0,4.0,1295000.0,0,25.7735,-80.3983,1,1,19,21,1,0,0,0,0,1,0,0,0,0,0
1671,12482 NW 11th Ln #1910,FL,3.0,3.0,349900.0,0,25.7812,-80.3955,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1672,12494 NW 11th Ln,FL,2.0,3.0,434383.0,0,25.7808,-80.3967,1,5,19,21,0,0,0,1,1,0,0,0,0,0,0
1673,12510 NW 11th Trl #203,FL,2.0,2.0,225000.0,0,25.7811,-80.397,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1674,12513 NW 11th Ln #107,FL,2.0,3.0,210000.0,0,25.7811,-80.397,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1675,12517 NW 11th Ln #106,FL,2.0,3.0,220349.0,1,25.7811,-80.397,1,3,19,21,1,0,0,0,1,0,0,0,0,0,0
1676,12519 NW 11th Ln #206,FL,2.0,3.0,320000.0,0,25.7811,-80.397,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1677,12535 NW 6th St,FL,3.0,3.0,639520.0,1,25.7734,-80.3995,1,3,19,21,1,0,0,0,0,1,0,0,0,0,0
1678,12535 NW 7th,FL,3.0,3.0,399000.0,0,25.774,-80.4001,1,1,19,21,1,0,0,0,0,1,0,0,0,0,0
1679,12544 NW 11th Ln #1705,FL,3.0,3.0,299000.0,0,25.7807,-80.3977,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1680,12547 NW 11th Way #105,FL,2.0,2.0,214900.0,0,25.7817,-80.3982,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1681,12616 NW 7th Ln #12616,FL,3.0,4.0,399900.0,0,25.775,-80.3996,1,1,19,21,1,0,0,0,1,0,0,0,0,0,0
1682,1080 Brickell #1606,FL,2.0,1.0,527500.0,0,25.7628,-80.1925,1,1,2,22,1,0,0,0,1,0,0,0,0,0,0
1683,1101 Nightingale Ave,FL,2.0,3.0,725000.0,0,25.8274,-80.302,1,1,19,22,0,1,0,0,0,1,0,0,0,0,0
1684,1141 Raven Ave,FL,2.0,3.0,648000.0,0,25.8282,-80.3027,1,1,19,22,1,0,0,0,0,1,0,0,0,0,0
1685,1180 Quail Ave,FL,3.0,3.0,600000.0,0,25.8287,-80.3036,1,1,19,22,1,0,0,0,0,1,0,0,0,0,0
1686,168 Hough Dr,FL,3.0,4.0,699900.0,0,25.8196,-80.3035,1,1,19,22,1,0,0,0,0,1,0,0,0,0,0
1687,266 Hammond Dr,FL,1.0,3.0,555000.0,0,25.8222,-80.3019,1,1,19,22,0,0,1,0,0,1,0,0,0,0,0
1688,272 Hammond Dr,FL,3.0,4.0,909999.0,0,25.8224,-80.3019,1,1,19,22,0,0,1,0,0,1,0,0,0,0,0
1689,30 Canal St,FL,0.0,0.0,2585000.0,0,25.8224,-80.2814,1,1,19,22,1,0,0,0,0,0,1,0,0,0,0
1690,30 S Royal Poinciana Blvd,FL,2.0,3.0,775000.0,0,25.8196,-80.2785,1,1,19,22,1,0,0,0,0,1,0,0,0,0,0
1691,3821 NW 62nd Ct,FL,2.0,3.0,530000.0,0,25.8098,-80.2978,1,1,19,22,0,1,0,0,0,1,0,0,0,0,0
1692,435 Cardinal St,FL,2.0,2.0,585000.0,0,25.8232,-80.2873,1,1,19,22,0,1,0,0,0,1,0,0,0,0,0
1693,465 South Dr,FL,4.0,4.0,529000.0,0,25.8122,-80.2796,1,1,19,22,0,0,1,0,0,1,0,0,0,0,0
1694,4745 NW 84 Ct #45,FL,2.0,3.0,380000.0,0,25.8435,-80.3177,1,1,19,22,1,0,0,0,1,0,0,0,0,0,0
1695,5112 NORTHWEST 79 AVENUE 206,FL,2.0,2.0,206000.0,1,25.8201,-80.3213,1,3,19,22,1,0,0,0,1,0,0,0,0,0,0
1696,5189 NW 85th Ave #5189,FL,4.0,4.0,775000.0,0,25.8513,-80.2558,1,1,12,22,1,0,0,0,1,0,0,0,0,0,0
1697,5252 NW 85 ave #404,FL,2.0,2.0,370000.0,0,25.8184,-80.3368,1,1,19,22,1,0,0,0,1,0,0,0,0,0,0
1698,5252 NW 85th Ave #1812,FL,2.0,3.0,550000.0,0,25.8191,-80.3363,1,1,19,22,1,0,0,0,1,0,0,0,0,0,0
1699,5252 NW 85th Ave #410,FL,2.0,2.0,429000.0,0,25.8184,-80.3368,1,1,19,22,1,0,0,0,1,0,0,0,0,0,0
1700,5252 NW 85th Ave #705,FL,1.0,1.0,288000.0,0,25.8184,-80.3368,1,1,19,22,1,0,0,0,1,0,0,0,0,0,0
1701,5252 NW 85th Ave #905,FL,1.0,1.0,294900.0,0,25.807,-80.3335,1,1,19,22,1,0,0,0,1,0,0,0,0,0,0
1702,5252 Paseo Blvd #703,FL,2.0,2.0,399000.0,0,25.7772,-80.3351,1,1,19,22,1,0,0,0,1,0,0,0,0,0,0
1703,5300 NW 85 Avenue #906,FL,1.0,1.0,375000.0,0,25.822,-80.3139,1,3,19,22,1,0,0,0,1,0,0,0,0,0,0
1704,5300 NW Paseo Blvd #912,FL,1.0,1.0,325000.0,0,25.8205,-80.3365,1,1,19,22,1,0,0,0,1,0,0,0,0,0,0
1705,5300 Paseo Blvd #1510,FL,1.0,1.0,375000.0,0,25.8078,-80.2811,1,1,19,22,1,0,0,0,1,0,0,0,0,0,0
1706,5300 Paseo Blvd #1606,FL,1.0,2.0,320000.0,0,25.8078,-80.2814,1,1,19,22,1,0,0,0,1,0,0,0,0,0,0
1707,5300 Paseo Blvd #307,FL,1.0,1.0,330000.0,0,25.8078,-80.2811,1,1,19,22,1,0,0,0,1,0,0,0,0,0,0
1708,5300 Paseo Blvd #508,FL,1.0,1.0,315000.0,0,25.8205,-80.3366,1,1,19,22,1,0,0,0,1,0,0,0,0,0,0
1709,5731 NW 37th St #211,FL,2.0,1.0,199900.0,0,25.8084,-80.2908,1,1,19,22,1,0,0,0,1,0,0,0,0,0,0
1710,581 Lee Dr,FL,2.0,4.0,569900.0,0,25.8108,-80.2694,1,1,19,22,1,0,0,0,0,1,0,0,0,0,0
1711,5945 NW 39th St,FL,3.0,4.0,664999.0,0,25.8102,-80.2941,1,1,19,22,1,0,0,0,0,1,0,0,0,0,0
1712,6260 NW 40th St,FL,1.0,3.0,530000.0,0,25.8108,-80.2985,1,1,19,22,1,0,0,0,0,1,0,0,0,0,0
1713,633 South Dr,FL,2.0,3.0,650000.0,0,25.8091,-80.2795,1,1,19,22,1,0,0,0,0,1,0,0,0,0,0
1714,645 East Dr,FL,3.0,4.0,799000.0,0,25.8095,-80.2724,1,1,19,22,0,1,0,0,0,1,0,0,0,0,0
1715,651 Swan Ave,FL,2.0,3.0,560000.0,0,25.8229,-80.2929,1,1,19,22,1,0,0,0,0,1,0,0,0,0,0
1716,680 Miller Dr #203W,FL,2.0,2.0,207000.0,0,25.809,-80.2716,1,1,19,22,1,0,0,0,1,0,0,0,0,0,0
1717,721 Lenape Dr,FL,3.0,4.0,1175000.0,0,25.8265,-80.2974,1,1,19,22,0,1,0,0,0,1,0,0,0,0,0
1718,8249 central park,FL,4.0,3.0,810000.0,0,28.5503,-81.8515,1,1,16,22,1,0,0,0,0,1,0,0,0,0,0
1719,8385 Northwest 51st Ter #0,FL,4.0,3.0,624990.0,0,25.8198,-80.3137,1,1,19,22,1,0,0,0,0,0,0,0,1,0,0
1720,85 Deer Run,FL,3.0,5.0,849000.0,0,25.8176,-80.2878,1,5,19,22,1,0,0,0,0,1,0,0,0,0,0
1721,85 South,FL,2.0,3.0,579900.0,0,25.8193,-80.2799,1,1,19,22,1,0,0,0,0,1,0,0,0,0,0
1722,875 WESTWARD DR,FL,2.0,3.0,599000.0,0,25.821,-80.2933,1,1,19,22,0,1,0,0,0,1,0,0,0,0,0
1723,885 W Lake Dr,FL,5.0,4.0,999998.0,0,25.8178,-80.2776,1,1,19,22,0,1,0,0,0,1,0,0,0,0,0
1724,931 Wren Ave,FL,2.0,4.0,728000.0,0,25.8256,-80.2986,1,1,19,22,0,1,0,0,0,1,0,0,0,0,0
1725,940 Hunting Lodge Dr,FL,3.0,3.0,1050000.0,0,25.8119,-80.2958,1,1,19,22,0,1,0,0,0,1,0,0,0,0,0
1726,970 Hunting Lodge Dr,FL,3.0,3.0,1347000.0,0,25.8119,-80.2947,1,1,19,22,0,1,0,0,0,1,0,0,0,0,0
1727,971 Plover Ave,FL,2.0,3.0,459900.0,0,25.8246,-80.2995,1,3,19,22,1,0,0,0,0,1,0,0,0,0,0
1728,986 NW 99 Ct,FL,3.0,3.0,340500.0,0,25.7787,-80.3578,1,1,19,22,1,0,0,0,1,0,0,0,0,0,0
1729,990 Westward Dr,FL,2.0,3.0,809999.0,0,25.8205,-80.2943,1,1,19,22,1,0,0,0,0,1,0,0,0,0,0
1730,195 E 4th St #1,FL,3.0,3.0,199810.0,0,25.8259,-80.2784,1,3,4,23,1,0,0,0,0,0,0,0,0,1,0
1731,325  Circle Dr,FL,4.0,3.0,499500.0,0,25.8199,-80.2747,6,3,19,23,1,0,0,0,0,1,0,0,0,0,0
1732,480  To To Lo Chee Dr,FL,2.0,3.0,325000.0,0,25.8183,-80.2742,6,3,19,23,1,0,0,0,0,1,0,0,0,0,0
1733,5 Olive Dr #28,FL,2.0,2.0,149950.0,0,25.822,-80.2783,1,3,4,23,1,0,0,0,0,0,0,0,0,1,0
1734,650 Palm Ave Unit 2-B4,FL,2.0,2.0,180000.0,0,25.8278,-80.2818,1,3,4,23,1,0,0,0,0,0,0,0,0,1,0
1735,740 East 12 place,FL,3.0,4.0,340000.0,0,25.8333,-80.267,6,3,12,23,1,0,0,0,0,1,0,0,0,0,0
1736,780 Southeast 1st St,FL,2.0,3.0,295000.0,0,25.8222,-80.2657,1,3,15,23,1,0,0,0,0,1,0,0,0,0,0
1737,820 Southeast 3rd Pl,FL,2.0,4.0,430000.0,0,25.82,-80.2646,1,3,15,23,1,0,0,0,0,1,0,0,0,0,0
1738,92 SW 3 St #1912,FL,2.0,2.0,440000.0,0,25.7632,-80.195,1,2,2,23,1,0,0,0,0,0,0,1,0,0,0
1739,940 E 17th St,FL,2.0,4.0,249000.0,0,25.8377,-80.263,1,3,12,23,1,0,0,0,0,1,0,0,0,0,0
1740,24 E 59th St,FL,2.0,3.0,368500.0,0,25.8757,-80.2827,1,3,12,24,1,0,0,0,0,1,0,0,0,0,0
1741,725 East 20th St,FL,3.0,3.0,249900.0,0,25.8407,-80.2674,1,3,12,24,1,0,0,0,0,1,0,0,0,0,0
1742,17455 NW 91st Ct,FL,2.0,3.0,735000.0,0,25.9322,-80.3493,1,1,12,25,0,1,0,0,0,1,0,0,0,0,0
1743,18450 NW 91 Ct,FL,3.0,4.0,420000.0,0,25.941,-80.3476,1,1,12,25,1,0,0,0,0,0,0,0,1,0,0
1744,3321 W 95th Terr,FL,3.0,3.0,469000.0,0,25.8607,-80.253,1,3,12,25,1,0,0,0,0,1,0,0,0,0,0
1745,3591 W 104th Ter,FL,4.0,4.0,525000.0,0,25.9178,-80.3564,1,1,12,25,1,0,0,0,0,1,0,0,0,0,0
1746,8020 W 28 Court #206,FL,2.0,2.0,260000.0,0,25.894,-80.3466,1,1,12,25,1,0,0,0,1,0,0,0,0,0,0
1747,8020 W 28th CT #206,FL,2.0,2.0,265000.0,0,25.8956,-80.3416,1,1,12,25,1,0,0,0,1,0,0,0,0,0,0
1748,8177 W 36th Ave #7,FL,3.0,4.0,300000.0,0,25.8966,-80.3553,1,1,12,25,1,0,0,0,1,0,0,0,0,0,0
1749,8765 NW 189th Ter,FL,3.0,4.0,539900.0,0,25.9457,-80.3443,1,1,12,25,1,0,0,0,0,1,0,0,0,0,0
1750,8875 NW 181 ST,FL,3.0,4.0,445000.0,0,25.9382,-80.3455,1,1,12,25,1,0,0,0,0,1,0,0,0,0,0
1751,8897 NW 174th Ter,FL,3.0,4.0,489900.0,0,25.932,-80.3456,1,1,12,25,1,0,0,0,0,1,0,0,0,0,0
1752,8945 NW 174TH LN.,FL,3.0,4.0,836000.0,1,25.9324,-80.3471,1,3,12,25,1,0,0,0,0,1,0,0,0,0,0
1754, #A-508,FL,1.0,1.0,99000.0,0,25.9233,-80.2072,1,1,10,26,1,0,0,0,1,0,0,0,0,0,0
1755,100 NW 161st St,FL,3.0,4.0,450000.0,0,25.9223,-80.2021,1,1,10,26,1,0,0,0,0,1,0,0,0,0,0
1756,101 NW 156th St,FL,1.0,2.0,389500.0,0,25.9185,-80.2021,1,1,10,26,1,0,0,0,0,1,0,0,0,0,0
1757,1030 NW 151st Street,FL,2.0,3.0,335000.0,0,25.9125,-80.2167,1,2,10,26,1,0,0,0,0,1,0,0,0,0,0
1758,1040 NW 197th Ter,FL,3.0,4.0,519900.0,0,25.9549,-80.2188,1,1,10,26,1,0,0,0,0,1,0,0,0,0,0
1759,1055 NW 153rd St,FL,2.0,3.0,385000.0,0,25.9149,-80.2169,1,1,10,26,1,0,0,0,0,1,0,0,0,0,0
1760,1070 NW 197th Ter,FL,2.0,3.0,236600.0,1,25.9549,-80.2195,1,3,10,26,1,0,0,0,0,1,0,0,0,0,0
1761,1080 NW 186th St,FL,2.0,3.0,327000.0,1,25.9446,-80.2192,1,3,10,26,1,0,0,0,0,1,0,0,0,0,0
1762,1080 NW 193rd St,FL,2.0,3.0,261748.0,1,25.9508,-80.2194,1,3,10,26,1,0,0,0,0,1,0,0,0,0,0
1763,1100 NW 151st St,FL,2.0,3.0,480000.0,0,25.9124,-80.2185,1,1,10,26,1,0,0,0,0,1,0,0,0,0,0
1764,1111 NW 200th St,FL,2.0,3.0,315000.0,0,25.9574,-80.2212,1,1,10,26,0,0,1,0,0,1,0,0,0,0,0
1765,1200 Northwest 200th St,FL,2.0,3.0,217500.0,0,25.9569,-80.2222,1,1,10,26,1,0,0,0,0,1,0,0,0,0,0
1766,1242 NW 188th Ter,FL,2.0,3.0,279900.0,0,25.9467,-80.2226,1,1,10,26,1,0,0,0,0,1,0,0,0,0,0
1767,1250 NW 189th Ter,FL,1.0,3.0,291000.0,1,25.9474,-80.2229,1,3,10,26,1,0,0,0,0,1,0,0,0,0,0
1768,1250 NW 189TH TERR,FL,1.0,3.0,291000.0,1,25.9474,-80.2229,1,3,10,26,1,0,0,0,0,1,0,0,0,0,0
1769,1272 NW 188th Ter,FL,2.0,3.0,245525.0,1,25.9467,-80.2233,1,3,10,26,1,0,0,0,0,1,0,0,0,0,0
1771,1301 NW 177th Ter,FL,2.0,3.0,259000.0,0,25.9369,-80.2231,1,1,10,26,1,0,0,0,0,1,0,0,0,0,0
1772,131 NW 154th St,FL,2.0,3.0,850000.0,0,25.9164,-80.2025,1,1,10,26,1,0,0,0,0,1,0,0,0,0,0
1773,1321 NW 202nd St,FL,2.0,3.0,254537.0,1,25.9599,-80.225,1,3,10,26,1,0,0,0,0,1,0,0,0,0,0
1774,1330 NW 204th St,FL,2.0,3.0,446000.0,1,25.962,-80.2246,1,3,10,26,1,0,0,0,0,1,0,0,0,0,0
1775,1330NW197TH ST,FL,2.0,3.0,312000.0,1,25.9417,-80.2274,1,3,12,26,1,0,0,0,0,1,0,0,0,0,0
1776,1331 NW 171st St,FL,2.0,3.0,499000.0,0,25.9311,-80.2235,1,1,10,26,0,1,0,0,0,1,0,0,0,0,0
1777,1331 NW 191ST ST,FL,2.0,3.0,207000.0,1,25.9493,-80.2244,1,3,10,26,1,0,0,0,0,1,0,0,0,0,0
1779,1335 NW 189th Ter,FL,2.0,3.0,374900.0,0,25.9478,-80.2243,1,1,10,26,1,0,0,0,0,1,0,0,0,0,0
1781,1340 NW 197TH ST,FL,2.0,3.0,455000.0,1,25.9546,-80.2244,1,3,10,26,1,0,0,0,0,1,0,0,0,0,0
1782,1350 NW 172nd St,FL,2.0,3.0,450000.0,0,25.9314,-80.224,1,1,10,26,1,0,0,0,0,1,0,0,0,0,0
1783,1375 NW 182 Nd St Street,FL,2.0,3.0,470000.0,0,25.9404,-80.225,1,2,10,26,1,0,0,0,0,1,0,0,0,0,0
1784,1407 NW 214th Ter,FL,3.0,4.0,279000.0,0,25.9716,-80.2195,1,1,10,26,1,0,0,0,0,1,0,0,0,0,0
1785,1408 NW 214th Ter #1408,FL,3.0,4.0,285000.0,0,25.9716,-80.2195,1,1,10,26,1,0,0,0,0,0,0,0,1,0,0
1786,1408 NW 214th ter #1408 nw,FL,3.0,4.0,296000.0,0,25.9714,-80.2268,1,1,10,26,1,0,0,0,0,0,0,0,1,0,0
1787,1410 NW 188th Ter,FL,2.0,3.0,409900.0,0,25.9466,-80.2254,1,1,10,26,1,0,0,0,0,1,0,0,0,0,0
1788,1411 NW 214th Ter,FL,3.0,3.0,405000.0,0,25.9711,-80.2276,1,1,10,26,1,0,0,0,0,0,0,0,1,0,0
1789,1451 NW 179th Ter,FL,2.0,4.0,540000.0,0,25.9389,-80.2265,1,1,12,26,1,0,0,0,0,1,0,0,0,0,0
1790,15 NW 204th St #22,FL,1.0,1.0,85000.0,0,25.9632,-80.2025,1,1,10,26,1,0,0,0,1,0,0,0,0,0,0
1791,1503 NW 207th St #132,FL,2.0,2.0,159900.0,0,25.9643,-80.2284,1,1,10,26,0,0,1,0,1,0,0,0,0,0,0
1792,15104 N Miami Ave,FL,3.0,4.0,338000.0,0,25.9139,-80.1999,1,1,10,26,1,0,0,0,0,1,0,0,0,0,0
1793,1511 NW 175th St,FL,2.0,4.0,485000.0,0,25.9346,-80.2273,1,3,12,26,0,1,0,0,0,1,0,0,0,0,0
1794,15135 NW 10th Ct,FL,2.0,3.0,429000.0,0,25.9135,-80.2164,1,1,10,26,1,0,0,0,0,1,0,0,0,0,0
1795,152 NW 165th St,FL,4.0,4.0,1005000.0,0,25.9259,-80.2032,1,1,10,26,1,0,0,0,0,1,0,0,0,0,0
1796,15210 NW 10th Ct,FL,2.0,4.0,260000.0,0,25.914,-80.2169,1,1,10,26,1,0,0,0,0,1,0,0,0,0,0
1797,15230 S River Dr,FL,2.0,3.0,700000.0,0,25.9148,-80.2193,1,1,10,26,1,0,0,0,0,1,0,0,0,0,0
1798,15345 NW 5th Ave,FL,2.0,3.0,599000.0,0,25.9154,-80.2067,1,1,10,26,1,0,0,0,0,1,0,0,0,0,0
1799,15455 N Miami Ave,FL,2.0,4.0,295000.0,0,25.9171,-80.1995,1,1,10,26,1,0,0,0,0,1,0,0,0,0,0
1800,155 Northwest 156th St,FL,1.0,3.0,212000.0,0,25.9182,-80.2029,1,3,10,26,1,0,0,0,0,1,0,0,0,0,0
1801,15510 NW 2nd Ct,FL,2.0,4.0,545000.0,0,25.9174,-80.2053,1,1,10,26,1,0,0,0,0,1,0,0,0,0,0
1802,15530 NW 2nd Ct,FL,2.0,3.0,349000.0,0,25.9178,-80.2053,1,1,10,26,1,0,0,0,0,1,0,0,0,0,0
1803,15600 Northwest 7TH #304,FL,1.0,1.0,79999.0,0,25.9177,-80.2127,1,1,10,26,1,0,0,0,1,0,0,0,0,0,0
1804,15600 Northwest 7th Ave #320,FL,1.0,1.0,85000.0,0,25.9177,-80.2127,1,3,10,26,1,0,0,0,1,0,0,0,0,0,0
1805,15600 NW 7 AV #606,FL,1.0,1.0,139000.0,0,25.9447,-80.2053,1,1,10,26,1,0,0,0,1,0,0,0,0,0,0
1806,15600 NW 7 AVE #406,FL,1.0,1.0,95000.0,0,25.9706,-80.2061,1,1,10,26,1,0,0,0,1,0,0,0,0,0,0
1807,15600 NW 7th Ave #107,FL,1.0,1.0,91500.0,0,25.9177,-80.2127,1,1,10,26,1,0,0,0,1,0,0,0,0,0,0
1808,15600 NW 7th Ave #115,FL,1.0,1.0,179500.0,0,25.9177,-80.2127,1,1,10,26,0,1,0,0,1,0,0,0,0,0,0
1809,15600 NW 7th Ave #217,FL,1.0,1.0,85000.0,0,25.9177,-80.2127,1,1,10,26,1,0,0,0,1,0,0,0,0,0,0
1810,15600 NW 7th Ave #406,FL,1.0,1.0,80000.0,0,25.9173,-80.2129,1,1,10,26,1,0,0,0,1,0,0,0,0,0,0
1811,15600 NW 7th Ave #414,FL,2.0,2.0,120000.0,0,25.9173,-80.2129,1,1,10,26,1,0,0,0,1,0,0,0,0,0,0
1812,15600 NW 7th Ave #516,FL,1.0,1.0,85888.0,0,25.9177,-80.2127,1,1,10,26,1,0,0,0,1,0,0,0,0,0,0
1813,15600 NW 7th Ave #520,FL,1.0,1.0,78500.0,0,25.9177,-80.2127,1,1,10,26,1,0,0,0,1,0,0,0,0,0,0
1814,15600 NW 7th Ave #720,FL,1.0,1.0,90000.0,0,25.9177,-80.2127,1,1,10,26,1,0,0,0,1,0,0,0,0,0,0
1815,15600 NW 7th Ave #802,FL,1.0,1.0,80000.0,0,25.9177,-80.2127,1,1,10,26,1,0,0,0,1,0,0,0,0,0,0
1816,15600 NW 7th Ave #807,FL,1.0,1.0,109000.0,0,25.9177,-80.2127,1,1,10,26,1,0,0,0,1,0,0,0,0,0,0
1817,15600 NW 7th Ave #816,FL,1.0,1.0,99500.0,0,25.9177,-80.2127,1,1,10,26,1,0,0,0,1,0,0,0,0,0,0
